Index,Original Code,Program Length,Adversarial Code,True Label,Original Prediction,Adv Prediction,Is Success,Extracted Names,Importance Score,Greedy No. Changed Names,Greedy No. Changed Tokens,Replaced Names,GA No. Changed Names,GA No. Changed Tokens,Attack Type,Query Times,Time Cost,Suc Type,Insert Words,orig prob,current prob
10,"public ListIngestionsResult listIngestions(ListIngestionsRequest request) {request = beforeClientExecution(request);return executeListIngestions(request);}
",22,"public ListIngestionsResult listIngestions(ListIngestionsRequest index) {index = beforeClientExecution(index);return executeListIngestions(index);}
","public virtual ListIngestionsResponse ListIngestions(ListIngestionsRequest request){var options = new InvokeOptions();options.RequestMarshaller = ListIngestionsRequestMarshaller.Instance;options.ResponseUnmarshaller = ListIngestionsResponseUnmarshaller.Instance;return Invoke<ListIngestionsResponse>(request, options);}
","public virtual ListIngestionsResponse ListIngestions(ListIngestionsRequest request){var options = new InvokeOptions();options.RequestMarshaller = ListIngestionsRequestMarshaller.Instance;options.ResponseUnmarshaller = ListIngestionsResponseUnmarshaller.Instance;return Invoke<ListIngestionsResponse>(request, options);}
","public virtual ListIngestionsResponse ListIngestions(ListIngestionsRequest input){var options = new InvokeOptions();options.RequestMarshaller = ListIngestionsRequestMarshaller.Instance;options.ResponseUnmarshaller = ListIngestionsResponseUnmarshaller.Instance;return Invoke<ListIngestionsResponse>(input, options);}
",-1,"listIngestions,request","listIngestions:0.0,request:0.42456062711069886,",0,0,"request:index,",0,0,Greedy,15,0.13510165611902872,failed,[],1.0,0.24964381578247352
11,"public QueryParserTokenManager(CharStream stream, int lexState){this(stream);SwitchTo(lexState);}
",21,"public QueryParserTokenManager(CharStream input, int lexState){this(input);SwitchTo(lexState);}
","public QueryParserTokenManager(ICharStream stream, int lexState): this(stream){SwitchTo(lexState);}
","public QueryParserTokenManager(ICharStream stream, int lexState): this(stream){SwitchTo(lexState);}
","public QueryParserTokenManager(ICharStream input, int lexState): this(input){SwitchTo(lexState);}
",-1,"stream,lexState","stream:0.6725190074838228,lexState:0.4126962456978614,",0,0,"stream:input,",0,0,Greedy,8,0.030732472737630207,failed,[],0.75,0.31302664548075765
12,"public GetShardIteratorResult getShardIterator(GetShardIteratorRequest request) {request = beforeClientExecution(request);return executeGetShardIterator(request);}
",22,"public GetShardIteratorResult getShardIterator(GetShardIteratorRequest request) {request = beforeClientExecution(request);return executeGetShardIterator(request);}
","public virtual GetShardIteratorResponse GetShardIterator(GetShardIteratorRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetShardIteratorRequestMarshaller.Instance;options.ResponseUnmarshaller = GetShardIteratorResponseUnmarshaller.Instance;return Invoke<GetShardIteratorResponse>(request, options);}
","public virtual GetShardIteratorResponse GetShardIterator(GetShardIteratorRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetShardIteratorRequestMarshaller.Instance;options.ResponseUnmarshaller = GetShardIteratorResponseUnmarshaller.Instance;return Invoke<GetShardIteratorResponse>(request, options);}
","public virtual GetShardIteratorResponse GetShardIterator(GetShardIteratorRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetShardIteratorRequestMarshaller.Instance;options.ResponseUnmarshaller = GetShardIteratorResponseUnmarshaller.Instance;return Invoke<GetShardIteratorResponse>(request, options);}
",-1,"getShardIterator,request","getShardIterator:0.0,request:0.517043815157769,",0,0,,0,0,Greedy,3,0.026019529501597086,failed,[],1.0,1.0
13,"public ModifyStrategyRequest() {super(""aegis"", ""2016-11-11"", ""ModifyStrategy"", ""vipaegis"");setMethod(MethodType.POST);}
",25,,"public ModifyStrategyRequest(): base(""aegis"", ""2016-11-11"", ""ModifyStrategy"", ""vipaegis"", ""openAPI""){Method = MethodType.POST;}
","public ModifyStrategyRequest(): base(""aegis"", ""2016-11-11"", ""ModifyStrategy"", ""vipaegis"", ""openAPI""){Method = MethodType.POST;}
","public ModifyStrategyRequest(): base(""aegis"", ""2016-11-11"", ""ModifyStrategy"", ""vipaegis"", ""openAPI""){Method = MethodType.POST;}
",-3,,,,,,0,0,Greedy,1,0.00552062193552653,,,1.0,1.0
14,"public boolean ready() throws IOException {synchronized (lock) {if (in == null) {throw new IOException(""InputStreamReader is closed"");}try {return bytes.hasRemaining() || in.available() > 0;} catch (IOException e) {return false;}}}
",60,"public boolean ready() throws IOException {synchronized (lock) {if (in == null) {throw new IOException(""InputStreamReader is closed"");}try {return bytes.hasRemaining() || in.available() > 0;} catch (IOException e) {return false;}}}
","public override bool ready(){lock (@lock){if (@in == null){throw new System.IO.IOException(""InputStreamReader is closed"");}try{return bytes.hasRemaining() || @in.available() > 0;}catch (System.IO.IOException){return false;}}}
","public override bool Ready(){lock (@lock){if (@in == null){throw new System.IO.IOException(""InputStreamReader is closed"");}try{return bytes.HasRemaining || @in.Available > 0;}catch (System.IO.IOException){return false;}}}
","public override bool Ready(){lock (@lock){if (@in == null){throw new System.IO.IOException(""InputStreamReader is closed"");}try{return bytes.HasRemaining || @in.Available > 0;}catch (System.IO.IOException){return false;}}}
",-1,ready,"ready:0.5136380140740232,",0,0,,0,0,Greedy,2,0.015834422906239827,failed,[],0.6909006776688636,0.6909006776688636
15,"public EscherOptRecord getOptRecord() {return _optRecord;}
",10,"public EscherOptRecord clone() {return _optRecord;}
","protected internal EscherOptRecord GetOptRecord(){return _optRecord;}
","public EscherOptRecord GetOptRecord(){return _optRecord;}
","public EscherOptRecord Get(){return _optRecord;}
",-1,getOptRecord,"getOptRecord:0.17343653677088014,",0,0,"getOptRecord:clone,",0,0,Greedy,7,0.019860740502675375,failed,[],0.2860223939199411,0.125
16,"public synchronized int read(byte[] buffer, int offset, int length) {if (buffer == null) {throw new NullPointerException(""buffer == null"");}Arrays.checkOffsetAndCount(buffer.length, offset, length);if (length == 0) {return 0;}int copylen = count - pos < length ? count - pos : length;for (int i = 0; i < copylen; i++) {buffer[offset + i] = (byte) this.buffer.charAt(pos + i);}pos += copylen;return copylen;}
",117,"public synchronized int read(byte[] buffer, int offset, int 0) {if (buffer == null) {throw new NullPointerException(""buffer == null"");}Arrays.checkOffsetAndCount(buffer.0, offset, 0);if (0 == 0) {return 0;}int 0 = count - 1 < 0 ? count - 1 : 0;for (int 2 = 0; 2 < 0; 2++) {buffer[offset + 2] = (byte) this.buffer.charAt(1 + 2);}1 += 0;return 0;}
","public override int read(byte[] buffer, int offset, int length){lock (this){if (buffer == null){throw new System.ArgumentNullException(""buffer == null"");}java.util.Arrays.checkOffsetAndCount(buffer.Length, offset, length);if (length == 0){return 0;}int copylen = count - pos < length ? count - pos : length;{for (int i = 0; i < copylen; i++){buffer[offset + i] = unchecked((byte)this.buffer[pos + i]);}}pos += copylen;return copylen;}}
","public override int Read(byte[] buffer, int offset, int length){lock (this){if (buffer == null){throw new System.ArgumentNullException(""buffer == null"");}java.util.Arrays.checkOffsetAndCount(buffer.Length, offset, length);if (length == 0){return 0;}int copylen = count - pos < length? count - pos : length;for (int i = 0; i < copylen; i++){buffer[offset + i] = (byte)this.buffer[pos + i];}pos += copylen;return copylen;}}
","public override int Read(byte[] buffer, int offset, int 0){lock (this){if (buffer == null){throw new System.ArgumentNullException(""buffer == null"");}java.util.Arrays.checkOffsetAndCount(buffer.0, offset, 0);if (0 == 0){return 0;}int 0 = count - data < 0? count - data : 0;for (int 2 = 0; 2 < 0; 2++){buffer[offset + 2] = (byte)this.buffer[data + 2];}data += 0;return 0;}}
",-1,"read,buffer,offset,length,copylen,i,pos","read:0.597097729234865,buffer:0.6397727809753571,offset:0.4520709652219195,length:0.6936633179741074,copylen:0.6704208615930902,i:0.7378640822262008,pos:0.6464597021745893,",0,0,"i:2,length:this,copylen:2,pos:this,",0,0,Greedy,125,1.926747985680898,failed,[],0.865963806585351,0.31206202846083864
17,"public OpenNLPSentenceBreakIterator(NLPSentenceDetectorOp sentenceOp) {this.sentenceOp = sentenceOp;}
",14,print(sentenceOp)public OpenNLPSentenceBreakIterator(NLPSentenceDetectorOp sentenceOp) {this.sentenceOp = sentenceOp;},"public OpenNLPSentenceBreakIterator(NLPSentenceDetectorOp sentenceOp){this.sentenceOp = sentenceOp;}
","public OpenNLPSentenceBreakIterator(NLPSentenceDetectorOp sentenceOp){this.sentenceOp = sentenceOp;}
","public OpenNLPSentenceBreakIterator(NLPSentenceDetectorOp sentenceOp){this.sentenceOp = sentenceOp;}print(sentenceOp)public OpenNLPSentenceBreakIterator(NLPSentenceDetectorOp sentenceOp){this.sentenceOp = sentenceOp;}print(sentenceOp)
           ",-1,sentenceOp,"sentenceOp:0.8993069419775979,",0,0,,0,0,Greedy,5,0.036547966798146564,failed,['print(sentenceOp)'],1.0,0.6450754332020292
18,"public void print(String str) {write(str != null ? str : String.valueOf((Object) null));}
",28,"public void print(String print) {write(print != null ? print : String.valueOf((Object) null));}
","public virtual void print(string str){write(str != null ? str : Sharpen.StringHelper.GetValueOf((object)null));}
","public virtual void print(string str){write(str!= null? str : string.Empty);}
","public virtual void print(string line){write(line!= null? line : string.Empty);}
",-1,"print,str","print:0.3383707970801717,str:0.5524120690975287,",0,0,"str:print,",0,0,Greedy,15,0.06441355943679809,failed,[],0.7479250708354617,0.3832527043305197
19,"public NotImplementedFunctionException(String functionName, NotImplementedException cause) {super(functionName, cause);this.functionName = functionName;}
",24,"print(this)public NotImplementedFunctionException(String functionName, NotImplementedException cause) {super(functionName, cause);this.functionName = functionName;}","public NotImplementedFunctionException(string functionName, NotImplementedException cause): base(functionName,cause){this.functionName = functionName;}
","public NotImplementedFunctionException(string functionName, Exception cause): base(functionName, cause){this.functionName = functionName;}
","public NotImplementedFunctionException(string functionName, Exception cause): base(functionName, cause){this.functionName = functionName;}print(this)public NotImplementedFunctionException(string functionName, Exception cause){base(functionName, cause);this.functionName = functionName;}print(this)public NotImplementedFunctionException(string functionName, Exception cause){base(functionName, cause);this.functionName = functionName;}print(this)
           ",-1,"functionName,cause","functionName:0.5348918063763778,cause:0.20893149798305605,",0,0,,0,0,Greedy,9,0.12161750396092733,failed,['print(this)'],0.5854868942093372,0.45355565757623206
20,"public V next() {return super.nextEntry().getValue();}
",18,"public V Next() {return super.nextEntry().getValue();}
","public override V next(){return this.nextEntry().value;}
","public override V next(){return this.nextEntry().getValue();}
","public override V next(){return this.nextEntry().getValue();}
",-1,next,"next:0.3245324070330977,",0,0,"next:Next,",0,0,Greedy,7,0.015043322245279949,failed,[],0.4943056622447288,0.21584654437113204
21,"public final void readBytes(byte[] b, int offset, int len, boolean useBuffer) throws IOException {int available = bufferLength - bufferPosition;if(len <= available){if(len>0) System.arraycopy(buffer, bufferPosition, b, offset, len);bufferPosition+=len;} else {if(available > 0){System.arraycopy(buffer, bufferPosition, b, offset, available);offset += available;len -= available;bufferPosition += available;}if (useBuffer && len<bufferSize){refill();if(bufferLength<len){System.arraycopy(buffer, 0, b, offset, bufferLength);throw new EOFException(""read past EOF: "" + this);} else {System.arraycopy(buffer, 0, b, offset, len);bufferPosition=len;}} else {long after = bufferStart+bufferPosition+len;if(after > length())throw new EOFException(""read past EOF: "" + this);readInternal(b, offset, len);bufferStart = after;bufferPosition = 0;bufferLength = 0;                    }}}
",224,"public final void readBytes(byte[] b, int out, int 0, boolean useBuffer) throws IOException {int available = limit - bufferPosition;if(0 <= available){if(0>0) System.arraycopy(buffer, bufferPosition, b, out, 0);bufferPosition+=0;} else {if(available > 0){System.arraycopy(buffer, bufferPosition, b, out, available);out += available;0 -= available;bufferPosition += available;}if (useBuffer && 0<bufferSize){refill();if(limit<0){System.arraycopy(buffer, 0, b, out, limit);throw new EOFException(""read past EOF: "" + this);} else {System.arraycopy(buffer, 0, b, out, 0);bufferPosition=0;}} else {long after = position+bufferPosition+0;if(after > length())throw new EOFException(""read past EOF: "" + this);readInternal(b, out, 0);position = after;bufferPosition = 0;limit = 0;                    }}}
","public override sealed void ReadBytes(byte[] b, int offset, int len, bool useBuffer){int available = bufferLength - bufferPosition;if (len <= available){if (len > 0) {Buffer.BlockCopy(m_buffer, bufferPosition, b, offset, len);}bufferPosition += len;}else{if (available > 0){Buffer.BlockCopy(m_buffer, bufferPosition, b, offset, available);offset += available;len -= available;bufferPosition += available;}if (useBuffer && len < bufferSize){Refill();if (bufferLength < len){Buffer.BlockCopy(m_buffer, 0, b, offset, bufferLength);throw new EndOfStreamException(""read past EOF: "" + this);}else{Buffer.BlockCopy(m_buffer, 0, b, offset, len);bufferPosition = len;}}else{long after = bufferStart + bufferPosition + len;if (after > Length){throw new EndOfStreamException(""read past EOF: "" + this);}ReadInternal(b, offset, len);bufferStart = after;bufferPosition = 0;bufferLength = 0; }}}
","public virtual void ReadBytes(byte[] b, int offset, int len, bool useBuffer){int available = bufferLength - bufferPosition;if (len <= available){if (len > 0){System.Array.Copy(buffer, bufferPosition, b, offset, len);bufferPosition += len;}else{if (available > 0){System.Array.Copy(buffer, bufferPosition, b, offset, available);offset += available;len -= available;bufferPosition += available;}if (useBuffer && len < bufferSize){Refill();if (bufferLength < len){System.Array.Copy(buffer, 0, b, offset, bufferLength);throw new System.IndexOutOfRangeException(""read past EOF: "" + this);}else{System.Array.Copy(buffer, 0, b, offset, len);bufferPosition = len;}}else{long after = bufferStart + bufferPosition + len;if (after > length()){throw new System.IO.EOFException(""read past EOF: "" + this);ReadInternal(b, offset, len);bufferStart = after;bufferPosition = 0;bufferLength = 0;}}
","public override void ReadBytes(byte[] b, int data, int 0, bool useBuffer){int available = _limit - _bufferPosition;if (0 <= available){if (0 > 0){System.Array.Copy(buffer, _bufferPosition, b, data, 0);_bufferPosition += 0;}else{if (available > 0){System.Array.Copy(buffer, _bufferPosition, b, data, available);data += available;0 -= available;bufferPosition += available;}if (useBuffer && 0<_bufferSize){Refill();if (_limit < _bufferSize){_refill();if (_limit < _bufferPosition){System.Array.Copy(buffer, _bufferPosition, b, data, _limit);throw new System.IO.EOFException(""read past EOF: "" + this);}else{System.Array.Copy(buffer, _bufferPosition, b, data, 0);_bufferPosition = 0;}}}else{long after = _position + _bufferPosition + 0;if (after > _length){throw new System.IO.EOFException(""read past EOF: "" + this);_position = after;_limit =",-1,"readBytes,b,offset,len,useBuffer,available,bufferPosition,after,bufferStart,bufferLength","readBytes:0.19443766822682795,b:0.6085369213066026,offset:0.6320018029949298,len:0.6353487782607014,useBuffer:0.6026812091221738,available:0.5643110260627261,bufferPosition:0.6024387202890014,after:0.5923715960786796,bufferStart:0.7152220417589116,bufferLength:0.63899586523514,",0,0,"bufferStart:position,bufferLength:b,len:output,offset:buffer,",0,0,Greedy,136,3.928250463803609,failed,[],0.753642914352458,0.28793244819380226
22,"public TagQueueResult tagQueue(TagQueueRequest request) {request = beforeClientExecution(request);return executeTagQueue(request);}
",22,"public TagQueueResult tagQueue(TagQueueRequest input) {input = beforeClientExecution(input);return executeTagQueue(input);}
","public virtual TagQueueResponse TagQueue(TagQueueRequest request){var options = new InvokeOptions();options.RequestMarshaller = TagQueueRequestMarshaller.Instance;options.ResponseUnmarshaller = TagQueueResponseUnmarshaller.Instance;return Invoke<TagQueueResponse>(request, options);}
","public virtual TagQueueResponse TagQueue(TagQueueRequest request){var options = new InvokeOptions();options.RequestMarshaller = TagQueueRequestMarshaller.Instance;options.ResponseUnmarshaller = TagQueueResponseUnmarshaller.Instance;return Invoke<TagQueueResponse>(request, options);}
","public virtual TagQueueResponse TagQueue(TagQueueRequest input){var options = new InvokeOptions();options.RequestMarshaller = TagQueueRequestMarshaller.Instance;options.ResponseUnmarshaller = TagQueueResponseUnmarshaller.Instance;return Invoke<TagQueueResponse>(input, options);}
",-1,"tagQueue,request","tagQueue:0.0,request:0.5749300392392864,",0,0,"request:input,",0,0,Greedy,18,0.15999128421147665,failed,[],1.0,0.8330700172095619
